rank	gene	geary_c	pval_norm	var_norm	pval_norm_fdr_bh
1	Nrgn	0.1264812714	0	0.0001307333572	0
2	Mbp	0.1328545824	0	0.0001307333572	0
3	Camk2n1	0.1351057919	0	0.0001307333572	0
4	Slc17a7	0.1388196322	0	0.0001307333572	0
5	Ttr	0.1561555649	0	0.0001307333572	0
6	Prkcd	0.176517919	0	0.0001307333572	0
7	Pmch	0.1802396872	0	0.0001307333572	0
8	Agrp	0.1839202051	0	0.0001307333572	0
9	Fth1	0.1889310362	0	0.0001307333572	0
10	Mobp	0.1892864628	0	0.0001307333572	0
11	Cck	0.1895506909	0	0.0001307333572	0
12	Tcf7l2	0.2053847667	0	0.0001307333572	0
13	Ddn	0.2151851471	0	0.0001307333572	0
14	Olfm1	0.2381488998	0	0.0001307333572	0
15	Agt	0.2403483392	0	0.0001307333572	0
16	Tnnt1	0.2461196489	0	0.0001307333572	0
17	Sparc	0.24850813	0	0.0001307333572	0
18	Nptxr	0.2495406393	0	0.0001307333572	0
19	Hcrt	0.2520356788	0	0.0001307333572	0
20	Plp1	0.2533149436	0	0.0001307333572	0
21	Psd	0.2580471793	0	0.0001307333572	0
22	Gal	0.2603008973	0	0.0001307333572	0
23	Baiap3	0.2606647073	0	0.0001307333572	0
24	Pcp4	0.2677468307	0	0.0001307333572	0
25	Itpka	0.2749034607	0	0.0001307333572	0
26	Mef2c	0.2757178383	0	0.0001307333572	0
27	Snap25	0.2761581315	0	0.0001307333572	0
28	Ctxn1	0.2842869533	0	0.0001307333572	0
29	Gpx3	0.2873037897	0	0.0001307333572	0
30	Gm5741	0.2905639786	0	0.0001307333572	0
31	Nnat	0.2907673048	0	0.0001307333572	0
32	Trf	0.2951010011	0	0.0001307333572	0
33	Plekhb1	0.2960240376	0	0.0001307333572	0
34	Calm1	0.3004529153	0	0.0001307333572	0
35	Fezf1	0.3033673464	0	0.0001307333572	0
36	Ppp3ca	0.3038128545	0	0.0001307333572	0
37	Cnp	0.3074523077	0	0.0001307333572	0
38	Stx1a	0.3116553365	0	0.0001307333572	0
39	Chn1	0.3141058251	0	0.0001307333572	0
40	Ctxn3	0.3167423256	0	0.0001307333572	0
41	Tmsb4x	0.3169036448	0	0.0001307333572	0
42	Hpcal4	0.3182606335	0	0.0001307333572	0
43	Mal	0.3204898576	0	0.0001307333572	0
44	Cldn11	0.326706606	0	0.0001307333572	0
45	Calb2	0.327639495	0	0.0001307333572	0
46	Dbi	0.3304132399	0	0.0001307333572	0
47	Hpca	0.3319514046	0	0.0001307333572	0
48	3110035E14Rik	0.3329909136	0	0.0001307333572	0
49	Selenow	0.3355843763	0	0.0001307333572	0
50	Cplx2	0.3360032855	0	0.0001307333572	0
51	Slc30a3	0.3360198241	0	0.0001307333572	0
52	Synpo2	0.3360752689	0	0.0001307333572	0
53	Shox2	0.33868654	0	0.0001307333572	0
54	Zic1	0.338819168	0	0.0001307333572	0
55	Hap1	0.3388352104	0	0.0001307333572	0
56	Cbln1	0.3398450317	0	0.0001307333572	0
57	Snca	0.3423207557	0	0.0001307333572	0
58	Gpm6a	0.3437171677	0	0.0001307333572	0
59	Lamp5	0.3465700911	0	0.0001307333572	0
60	Resp18	0.3483367875	0	0.0001307333572	0
61	6330403K07Rik	0.3488049794	0	0.0001307333572	0
62	Zcchc12	0.3495550034	0	0.0001307333572	0
63	Ramp3	0.3508363079	0	0.0001307333572	0
64	Mag	0.3517647976	0	0.0001307333572	0
65	Calm2	0.3521967722	0	0.0001307333572	0
66	Nsmf	0.3522330613	0	0.0001307333572	0
67	Rtn1	0.3533238123	0	0.0001307333572	0
68	Qdpr	0.3539160348	0	0.0001307333572	0
69	Ttc9b	0.3602462719	0	0.0001307333572	0
70	Ly6h	0.3616637653	0	0.0001307333572	0
71	Slc17a6	0.3624432164	0	0.0001307333572	0
72	Bcas1	0.3634853238	0	0.0001307333572	0
73	Sptbn2	0.3641836008	0	0.0001307333572	0
74	Rps27a	0.3654645876	0	0.0001307333572	0
75	Nov	0.3657855843	0	0.0001307333572	0
76	Dlk1	0.3666235986	0	0.0001307333572	0
77	AW551984	0.3666455441	0	0.0001307333572	0
78	1110008P14Rik	0.3686594978	0	0.0001307333572	0
79	Ngb	0.3687753917	0	0.0001307333572	0
80	Tbr1	0.369194408	0	0.0001307333572	0
81	Amotl1	0.3719407271	0	0.0001307333572	0
82	Spink8	0.3722404719	0	0.0001307333572	0
83	Cryab	0.372339155	0	0.0001307333572	0
84	Arhgap36	0.3725257242	0	0.0001307333572	0
85	Ptgds	0.3729394568	0	0.0001307333572	0
86	Rasgrp1	0.3734874098	0	0.0001307333572	0
87	Defb11	0.3748257286	0	0.0001307333572	0
88	Mog	0.3749403733	0	0.0001307333572	0
89	Uchl1	0.3757872932	0	0.0001307333572	0
90	2900040C04Rik	0.3761229443	0	0.0001307333572	0
91	Rps12	0.3774384723	0	0.0001307333572	0
92	Arpp21	0.3784741644	0	0.0001307333572	0
93	Lypd1	0.379679284	0	0.0001307333572	0
94	Cplx1	0.3807677039	0	0.0001307333572	0
95	Pcsk1n	0.3825523766	0	0.0001307333572	0
96	Icam5	0.3837390248	0	0.0001307333572	0
97	1500015O10Rik	0.3856793679	0	0.0001307333572	0
98	Plekhg1	0.3859663754	0	0.0001307333572	0
99	Adora2a	0.3861328112	0	0.0001307333572	0
100	Baiap2	0.3861845893	0	0.0001307333572	0
101	Folr1	0.3864493321	0	0.0001307333572	0
102	Sept4	0.3866213407	0	0.0001307333572	0
103	Irs4	0.3888199651	0	0.0001307333572	0
104	Atp1a1	0.3889377731	0	0.0001307333572	0
105	Hpcal1	0.3906404034	0	0.0001307333572	0
106	Ntng1	0.391038105	0	0.0001307333572	0
107	Sv2b	0.392065082	0	0.0001307333572	0
108	Ngef	0.3937305382	0	0.0001307333572	0
109	Adcy1	0.3943186069	0	0.0001307333572	0
110	Ndrg4	0.3943421839	0	0.0001307333572	0
111	Prkcb	0.3950971487	0	0.0001307333572	0
112	Rps8	0.3985458618	0	0.0001307333572	0
113	Ptk2b	0.3986232869	0	0.0001307333572	0
114	Gda	0.3987268941	0	0.0001307333572	0
115	Fbxl16	0.3987511105	0	0.0001307333572	0
116	Dnm1	0.4001349786	0	0.0001307333572	0
117	Scn1b	0.4005600376	0	0.0001307333572	0
118	Rpl35a	0.4006046424	0	0.0001307333572	0
119	Crym	0.4010666461	0	0.0001307333572	0
120	Eef1a1	0.4011380461	0	0.0001307333572	0
121	Penk	0.4020151551	0	0.0001307333572	0
122	Pdp1	0.4023619215	0	0.0001307333572	0
123	Cabp1	0.4035085842	0	0.0001307333572	0
124	Pou4f1	0.403529445	0	0.0001307333572	0
125	Rpl17	0.4037832394	0	0.0001307333572	0
126	Cartpt	0.4066414919	0	0.0001307333572	0
127	Enpp2	0.4066685432	0	0.0001307333572	0
128	Calml4	0.4085570738	0	0.0001307333572	0
129	Arf3	0.4087447016	0	0.0001307333572	0
130	Wfdc2	0.4101868742	0	0.0001307333572	0
131	Rora	0.4105731985	0	0.0001307333572	0
132	Tspan2	0.4106923313	0	0.0001307333572	0
133	Clic6	0.4111864831	0	0.0001307333572	0
134	Gfap	0.4115819189	0	0.0001307333572	0
135	Enc1	0.4118457457	0	0.0001307333572	0
136	Prr32	0.4141181233	0	0.0001307333572	0
137	Slc6a11	0.4153513697	0	0.0001307333572	0
138	Lmo4	0.4154479649	0	0.0001307333572	0
139	Kcnj13	0.4180513156	0	0.0001307333572	0
140	Rprml	0.418675172	0	0.0001307333572	0
141	Trh	0.4188725227	0	0.0001307333572	0
142	Tmem88b	0.4191262308	0	0.0001307333572	0
143	Tmsb10	0.4198704025	0	0.0001307333572	0
144	Nap1l5	0.4199485569	0	0.0001307333572	0
145	Slc16a8	0.4213076419	0	0.0001307333572	0
146	Gap43	0.4223431783	0	0.0001307333572	0
147	Cbln4	0.4226194573	0	0.0001307333572	0
148	Gm38534	0.4228539174	0	0.0001307333572	0
149	Oxt	0.4235322506	0	0.0001307333572	0
150	Syt1	0.4244217955	0	0.0001307333572	0
151	Vsnl1	0.4245833441	0	0.0001307333572	0
152	Ermn	0.42588286	0	0.0001307333572	0
153	Rpl9	0.426074773	0	0.0001307333572	0
154	Ncdn	0.4261702602	0	0.0001307333572	0
155	Apod	0.4274167415	0	0.0001307333572	0
156	Rims3	0.4279883871	0	0.0001307333572	0
157	Dlgap1	0.4286228792	0	0.0001307333572	0
158	Adarb1	0.4303519852	0	0.0001307333572	0
159	Ppp3r1	0.4304409543	0	0.0001307333572	0
160	Kcne2	0.430612786	0	0.0001307333572	0
161	Igfbp6	0.4311232229	0	0.0001307333572	0
162	Ecel1	0.4327458517	0	0.0001307333572	0
163	Tmem72	0.4328950892	0	0.0001307333572	0
164	Rgs4	0.4335638785	0	0.0001307333572	0
165	Ppp1r14a	0.4339568956	0	0.0001307333572	0
166	Zbtb18	0.4357894944	0	0.0001307333572	0
167	Cga	0.4359582422	0	0.0001307333572	0
168	Bc1	0.438086821	0	0.0001307333572	0
169	Atp2b1	0.4382549472	0	0.0001307333572	0
170	Epop	0.4382671457	0	0.0001307333572	0
171	Prkcg	0.4399967838	0	0.0001307333572	0
172	Otp	0.4410863964	0	0.0001307333572	0
173	Kcnh3	0.4419810747	0	0.0001307333572	0
174	Slc4a5	0.4422075597	0	0.0001307333572	0
175	Ndn	0.4428621033	0	0.0001307333572	0
176	Ywhah	0.4444314389	0	0.0001307333572	0
177	Tmem132a	0.4446118464	0	0.0001307333572	0
178	Ghrh	0.4459019549	0	0.0001307333572	0
179	Syn2	0.4462533467	0	0.0001307333572	0
180	Opalin	0.4466354702	0	0.0001307333572	0
181	Pdlim2	0.4468645162	0	0.0001307333572	0
182	Gpr88	0.4484729076	0	0.0001307333572	0
183	Ugt8a	0.4485837821	0	0.0001307333572	0
184	Nptx1	0.4487743715	0	0.0001307333572	0
185	Pde1a	0.4493222128	0	0.0001307333572	0
186	Nrsn2	0.449377959	0	0.0001307333572	0
187	Kalrn	0.4494109792	0	0.0001307333572	0
188	Nrn1	0.450078453	0	0.0001307333572	0
189	Gsn	0.4503766089	0	0.0001307333572	0
190	Zwint	0.4528491055	0	0.0001307333572	0
191	Dkk3	0.4536659772	0	0.0001307333572	0
192	Ppp1r1a	0.4537577431	0	0.0001307333572	0
193	Fa2h	0.4539993832	0	0.0001307333572	0
194	Rps11	0.454266039	0	0.0001307333572	0
195	Cnih2	0.4555052194	0	0.0001307333572	0
196	Aqp1	0.4555897961	0	0.0001307333572	0
197	Csrp1	0.4560660414	0	0.0001307333572	0
